Kingdom	Phylum	Order	Family	Class	Genus	V7
ASV235	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Dokdonia	NA
ASV236	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	Ilumatobacter	NA
ASV237	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Enhydrobacter	aerosaccus
ASV238	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV239	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV240	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	psychrerythraea
ASV241	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV242	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV243	Bacteria	Proteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria	Candidatus_Thiobios	NA
ASV244	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
ASV245	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
ASV246	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
ASV247	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV248	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV249	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV250	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Formosa	NA
ASV251	Bacteria	Proteobacteria	Oceanospirillales	P13-46	Gammaproteobacteria	NA	NA
ASV252	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
ASV253	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
ASV254	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	Methylotenera	NA
ASV255	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV256	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NS10_marine_group	NA
ASV257	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV258	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV259	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_2	NA
ASV260	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV261	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV262	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV263	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
ASV264	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
ASV265	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV266	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV267	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	Kiloniella	NA
ASV268	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Tenacibaculum	NA
ASV269	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV270	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
ASV271	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV272	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
ASV273	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV274	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Marinoscillum	NA
ASV275	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
ASV276	Bacteria	Proteobacteria	SAR11_clade	Clade_I	Alphaproteobacteria	Clade_Ia	NA
ASV277	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV278	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV279	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
ASV280	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV281	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV282	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	Aestuariispira	NA
ASV283	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV284	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Perspicuibacter	NA
ASV285	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
ASV286	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV287	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV288	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavirhabdus	NA
ASV289	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV290	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
ASV291	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV292	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV293	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV294	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV295	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
ASV296	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV297	Bacteria	Proteobacteria	Alteromonadales	Moritellaceae	Gammaproteobacteria	Moritella	NA
ASV298	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
ASV299	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV300	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS4_marine_group	NA
ASV301	Bacteria	Proteobacteria	Oceanospirillales	P13-46	Gammaproteobacteria	NA	NA
ASV302	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingorhabdus	NA
ASV303	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV304	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV305	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	NA	NA
ASV306	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
ASV307	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV308	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pibocella	NA
ASV309	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV310	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
ASV311	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV312	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV313	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV314	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
ASV315	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV316	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV317	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
ASV318	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
ASV319	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV320	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV321	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV322	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
ASV323	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV324	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV325	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV326	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV327	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV328	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV329	Bacteria	Proteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria	Sneathiella	NA
ASV330	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV331	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV332	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV333	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV334	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV335	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV336	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hellea	balneolensis
ASV337	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Perspicuibacter	NA
ASV338	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV339	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV340	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV341	Bacteria	Proteobacteria	Oceanospirillales	Alcanivoracaceae	Gammaproteobacteria	Alcanivorax	NA
ASV342	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS4_marine_group	NA
ASV343	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV344	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV345	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV346	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV347	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	OM43_clade	NA
ASV348	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV349	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
ASV350	Bacteria	Proteobacteria	Parvibaculales	OCS116_clade	Alphaproteobacteria	NA	NA
ASV351	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
ASV352	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV353	Bacteria	Proteobacteria	Tenderiales	Tenderiaceae	Gammaproteobacteria	Candidatus_Tenderia	NA
ASV354	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV355	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV356	Bacteria	Proteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria	Sneathiella	NA
ASV357	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	Kiloniella	NA
ASV358	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
ASV359	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Paucibacter	NA
ASV360	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV361	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Robiginitomaculum	NA
ASV362	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV363	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV364	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV365	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutimonas	halocynthiae
ASV366	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV367	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
ASV368	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV369	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
ASV370	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Lentimonas	NA
ASV371	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV372	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
ASV373	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV374	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV375	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV376	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV377	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV378	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV379	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV380	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV381	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV382	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	aliena/nigrifaciens
ASV383	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV384	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
ASV385	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Luteolibacter	NA
ASV386	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Vibrio	NA
ASV387	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
ASV388	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
ASV389	Bacteria	Proteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria	Sneathiella	NA
ASV390	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV391	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Loktanella	NA
ASV392	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV393	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV394	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV395	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV396	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV397	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Joostella	marina
ASV398	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV399	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	NA	NA
ASV400	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV401	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	jangbogonensis
ASV402	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV403	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Actimicrobium	NA
ASV404	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV405	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV406	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maritimimonas	NA
ASV407	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV408	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV409	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
ASV410	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	NA	NA
ASV411	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV412	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
ASV413	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV414	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pibocella	NA
ASV415	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
ASV416	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
ASV417	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV418	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV419	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV420	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Thalassotalea	NA
ASV421	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavirhabdus	NA
ASV422	Bacteria	Tenericutes	Mycoplasmatales	Mycoplasmataceae	Mollicutes	Mycoplasma	NA
ASV423	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
ASV424	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV425	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV426	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV427	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV428	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS4_marine_group	NA
ASV429	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	Methylotenera	NA
ASV430	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
ASV431	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
ASV432	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	Terasakiella	NA
ASV433	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV434	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV435	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV436	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfurimonas	NA
ASV437	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV438	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
ASV439	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
ASV440	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
ASV441	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
ASV442	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Paracoccus	aestuarii/beibuensis/marinus/siganidrum
ASV443	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
ASV444	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
ASV445	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV446	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
ASV447	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
ASV448	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV449	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV450	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV451	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Loktanella	rosea
ASV452	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV453	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
ASV454	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV455	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV456	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV457	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Lentimonas	NA
ASV458	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	Kiloniella	NA
ASV459	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
ASV460	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
ASV461	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
ASV462	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV463	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Ekhidna	NA
ASV464	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
ASV465	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria	Pseudomonas	azotoformans/cedrina/cf./fluorescens/gessardii/grimontii/lactis/libanensis/marginalis/paralactis/poae/putida/reactans/syncyanea/synxantha
ASV466	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
