Kingdom	Phylum	Order	Family	Class	Genus	V7
ASV11511	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV11512	Bacteria	Proteobacteria	Oceanospirillales	Hahellaceae	Gammaproteobacteria	Hahella	NA
ASV11513	Bacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Actinobacteria	Corynebacterium_1	NA
ASV11514	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV11515	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hellea	NA
ASV11516	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV11517	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Arcticiflavibacter	NA
ASV11518	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV11519	Bacteria	Proteobacteria	Methylococcales	Methylomonaceae	Gammaproteobacteria	Crenothrix	NA
ASV11520	Bacteria	Proteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria	NA	NA
ASV11521	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Pelagicoccus	NA
ASV11522	Bacteria	Firmicutes	Clostridiales	Lachnospiraceae	Clostridia	Blautia	faecis
ASV11523	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV11524	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
ASV11525	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
ASV11526	Bacteria	Chloroflexi	Anaerolineales	Anaerolineaceae	Anaerolineae	NA	NA
ASV11527	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV11528	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
ASV11529	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV11530	Bacteria	Firmicutes	Lactobacillales	Streptococcaceae	Bacilli	Streptococcus	oralis/parasanguinis/sanguinis
ASV11531	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aureisphaera	NA
ASV11532	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aureisphaera	NA
ASV11533	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Pelagimonas	NA
ASV11534	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Luteolibacter	NA
ASV11535	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV11536	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV11537	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	RS62_marine_group	NA
ASV11538	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	Allofrancisella	NA
ASV11539	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	NA	NA
ASV11540	Bacteria	Proteobacteria	SAR11_clade	Clade_III	Alphaproteobacteria	NA	NA
ASV11541	Bacteria	Firmicutes	Clostridiales	Peptococcaceae	Clostridia	Desulfotomaculum	nigrificans
ASV11542	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV11543	Bacteria	Proteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria	Escherichia/Shigella	coli
ASV11544	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Rothia	aeria/dentocariosa
ASV11545	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11546	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
ASV11547	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11548	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV11549	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	NA	NA
ASV11550	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV11551	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	Ferruginibacter	NA
ASV11552	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV11553	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV11554	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV11555	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
ASV11556	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
ASV11557	Bacteria	Proteobacteria	Cellvibrionales	BD2-7	Gammaproteobacteria	NA	NA
ASV11558	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Acinetobacter	radioresistens
ASV11559	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
ASV11560	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Hydrogenophaga	palleronii
ASV11561	Bacteria	Proteobacteria	Myxococcales	Haliangiaceae	Deltaproteobacteria	Haliangium	NA
ASV11562	Bacteria	Chloroflexi	Caldilineales	Caldilineaceae	Anaerolineae	NA	NA
ASV11563	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV11564	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
ASV11565	Bacteria	Lentisphaerae	Oligosphaerales	Lenti-02	Oligosphaeria	NA	NA
ASV11566	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
ASV11567	Bacteria	Proteobacteria	Rhodospirillales	Thalassospiraceae	Alphaproteobacteria	Thalassospira	NA
ASV11568	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11569	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV11570	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	NA	NA
ASV11571	Bacteria	Proteobacteria	Diplorickettsiales	Diplorickettsiaceae	Gammaproteobacteria	NA	NA
ASV11572	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
ASV11573	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Dokdonia	NA
ASV11574	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV11575	Bacteria	Proteobacteria	Xanthomonadales	Rhodanobacteraceae	Gammaproteobacteria	Rhodanobacter	NA
ASV11576	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
ASV11577	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV11578	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	R76-B128	NA
ASV11579	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	NA	NA
ASV11580	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
ASV11581	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Flectobacillus	roseus
ASV11582	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Salinimicrobium	marinum
ASV11583	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
ASV11584	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV11585	Bacteria	Proteobacteria	Rhizobiales	Devosiaceae	Alphaproteobacteria	Devosia	NA
ASV11586	Bacteria	Proteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria	Thiohalocapsa	NA
ASV11587	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV11588	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11589	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Rubidimonas	NA
ASV11590	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Acinetobacter	parvus
ASV11591	Bacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidobacteriia	Acidipila	NA
ASV11592	Bacteria	Firmicutes	Selenomonadales	Acidaminococcaceae	Negativicutes	NA	NA
ASV11593	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11594	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Reinekea	NA
ASV11595	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Rubritalea	NA
ASV11596	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV11597	Bacteria	Acidobacteria	Pyrinomonadales	Pyrinomonadaceae	Blastocatellia_(Subgroup_4)	RB41	NA
ASV11598	Bacteria	Proteobacteria	Rhizobiales	Devosiaceae	Alphaproteobacteria	Devosia	NA
ASV11599	Bacteria	Proteobacteria	Xanthomonadales	Rhodanobacteraceae	Gammaproteobacteria	Rhodanobacter	NA
ASV11600	Bacteria	Proteobacteria	Acetobacterales	Acetobacteraceae	Alphaproteobacteria	NA	NA
ASV11601	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Gilvimarinus	polysaccharolyticus
ASV11602	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
ASV11603	Bacteria	Omnitrophicaeota	Omnitrophales	Omnitrophaceae	Omnitrophia	Candidatus_Omnitrophus	NA
ASV11604	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11605	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	NA	NA
ASV11606	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV11607	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
ASV11608	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
ASV11609	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
ASV11610	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11611	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Pseudahrensia	NA
ASV11612	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV11613	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Aliivibrio	NA
ASV11614	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV11615	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11616	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11617	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV11618	Bacteria	Firmicutes	Clostridiales	Clostridiaceae_1	Clostridia	Clostridium_sensu_stricto_1	NA
ASV11619	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	NA	NA
ASV11620	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV11621	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV11622	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
ASV11623	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	NA	NA
ASV11624	Bacteria	Proteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria	NA	NA
ASV11625	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV11626	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	NA	NA
ASV11627	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV11628	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11629	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV11630	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
ASV11631	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11632	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	NA	NA
ASV11633	Bacteria	Tenericutes	Mycoplasmatales	Mycoplasmataceae	Mollicutes	Mycoplasma	NA
ASV11634	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS5_marine_group	NA
ASV11635	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	NA	NA
ASV11636	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
ASV11637	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11638	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
ASV11639	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingomonas	kyeonggiensis/leidyi/pituitosa
ASV11640	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingomonas	NA
ASV11641	Bacteria	Proteobacteria	Nitrosococcales	Methylophagaceae	Gammaproteobacteria	NA	NA
ASV11642	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11643	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
ASV11644	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Litorimonas	NA
ASV11645	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
ASV11646	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_2	NA
ASV11647	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11648	Bacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Actinobacteria	Mycobacterium	hippocampi
ASV11649	Bacteria	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoria	NA	NA
ASV11650	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11651	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
ASV11652	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11653	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV11654	Bacteria	Armatimonadetes	Armatimonadales	Armatimonadaceae	Armatimonadia	Armatimonas	NA
ASV11655	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11656	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV11657	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11658	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11659	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
ASV11660	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Erythrobacter	NA
ASV11661	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11662	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
ASV11663	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV11664	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
ASV11665	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	RS62_marine_group	NA
ASV11666	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV11667	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV11668	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11669	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	NA	NA
ASV11670	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	MB11C04_marine_group	NA
ASV11671	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
ASV11672	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV11673	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11674	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Thalassomonas	NA
ASV11675	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV11676	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11677	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV11678	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11679	Bacteria	Bacteroidetes	Rhodothermales	Rhodothermaceae	Rhodothermia	NA	NA
ASV11680	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV11681	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11682	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
ASV11683	Bacteria	Proteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria	Methylobacterium	variabile
ASV11684	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV11685	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11686	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Vibrio	alginolyticus/azureus/campbellii/diabolicus/harveyi/jasicida/owensii/parahaemolyticus/rotiferianus/sagamiensis
ASV11687	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
ASV11688	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
ASV11689	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
ASV11690	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingorhabdus	NA
ASV11691	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11692	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
ASV11693	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV11694	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV11695	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
ASV11696	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11697	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV11698	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV11699	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV11700	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
ASV11701	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV11702	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Salegentibacter	NA
ASV11703	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
ASV11704	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	Porticoccus	NA
ASV11705	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	NA	NA
ASV11706	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Psychrobium	NA
ASV11707	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV11708	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV11709	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	NA	NA
ASV11710	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11711	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	Francisella	NA
ASV11712	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Algitalea	NA
ASV11713	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	FS140-16B-02_marine_group	NA
ASV11714	Bacteria	Proteobacteria	Parvibaculales	Parvibaculaceae	Alphaproteobacteria	Mf105b01	NA
ASV11715	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11716	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maritimimonas	NA
ASV11717	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
ASV11718	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	NA	NA
ASV11719	Bacteria	Chlamydiae	Chlamydiales	cvE6	Chlamydiae	NA	NA
ASV11720	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV11721	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Pelagimonas	NA
ASV11722	Bacteria	Proteobacteria	Rhizobiales	Hyphomicrobiaceae	Alphaproteobacteria	Hyphomicrobium	NA
ASV11723	Bacteria	Actinobacteria	Actinomarinales	Actinomarinaceae	Acidimicrobiia	Candidatus_Actinomarina	NA
ASV11724	Bacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Actinobacteria	Mycobacterium	bacteremicum/diernhoferi/fluoranthenivorans/frederiksbergense/hackensackense/sacrum
ASV11725	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
ASV11726	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11727	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
ASV11728	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
ASV11729	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11730	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11731	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11732	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV11733	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Novosphingobium	capsulatum/rhizosphaerae
ASV11734	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11735	Bacteria	Proteobacteria	SAR11_clade	Clade_I	Alphaproteobacteria	Clade_Ia	NA
ASV11736	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11737	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11738	Bacteria	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetia	Spirochaeta_2	NA
ASV11739	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
ASV11740	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS3a_marine_group	NA
ASV11741	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV11742	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11743	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	Aestuariispira	NA
ASV11744	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	Sediminibacterium	NA
ASV11745	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sedimentitalea	NA
ASV11746	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Neptunomonas	NA
ASV11747	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV11748	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
