ASVs	Kingdom	Phylum	Order	Family	Class	Genus	V7
9745	ASV9745	Bacteria	Spirochaetes	Leptospirales	Leptospiraceae	Leptospirae	Turneriella	NA
9746	ASV9746	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
9747	ASV9747	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Gigarickettsia	NA
9748	ASV9748	Bacteria	Fibrobacteres	Chitinivibrionales	Chitinivibrionaceae	Chitinivibrionia	possible_genus_03	NA
9749	ASV9749	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
9750	ASV9750	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Achromobacter	NA
9751	ASV9751	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
9752	ASV9752	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_10	NA
9753	ASV9753	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
9754	ASV9754	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
9755	ASV9755	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
9756	ASV9756	Bacteria	Nitrospinae	Nitrospinales	Nitrospinaceae	Nitrospinia	NA	NA
9757	ASV9757	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	NA	NA
9758	ASV9758	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
9759	ASV9759	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
9760	ASV9760	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	HTCC5015	NA
9761	ASV9761	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
9762	ASV9762	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
9763	ASV9763	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
9764	ASV9764	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
9765	ASV9765	Bacteria	Proteobacteria	Desulfarculales	Desulfarculaceae	Deltaproteobacteria	Dethiosulfatarculus	NA
9766	ASV9766	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
9767	ASV9767	Bacteria	Lentisphaerae	Victivallales	Arctic95B-14	Lentisphaeria	NA	NA
9768	ASV9768	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	SCGC_AAA164-E04	NA
9769	ASV9769	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
9770	ASV9770	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
9771	ASV9771	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Neptunomonas	NA
9772	ASV9772	Bacteria	Proteobacteria	Desulfuromonadales	Desulfuromonadaceae	Deltaproteobacteria	Desulfuromusa	NA
9773	ASV9773	Bacteria	Planctomycetes	MSBL9	SM23-30	Phycisphaerae	NA	NA
9774	ASV9774	Bacteria	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetia	Spirochaeta_2	NA
9775	ASV9775	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfurimonas	NA
9776	ASV9776	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	Candidatus_Amoebophilus	NA
9777	ASV9777	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
9778	ASV9778	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
9779	ASV9779	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
9780	ASV9780	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
9781	ASV9781	Bacteria	Bacteroidetes	Chitinophagales	37-13	Bacteroidia	NA	NA
9782	ASV9782	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
9783	ASV9783	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rubripirellula	NA
9784	ASV9784	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	Taibaiella	NA
9785	ASV9785	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
9786	ASV9786	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
9787	ASV9787	Bacteria	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacteria	NA	NA
9788	ASV9788	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
9789	ASV9789	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
9790	ASV9790	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	NA	NA
9791	ASV9791	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	OM60(NOR5)_clade	NA
9792	ASV9792	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
9793	ASV9793	Bacteria	Chloroflexi	Anaerolineales	Anaerolineaceae	Anaerolineae	NA	NA
9794	ASV9794	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
9795	ASV9795	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
9796	ASV9796	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_10	NA
9797	ASV9797	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
9798	ASV9798	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	Leucothrix	NA
9799	ASV9799	Bacteria	Acidobacteria	Blastocatellales	Blastocatellaceae	Blastocatellia_(Subgroup_4)	Blastocatella	NA
9800	ASV9800	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
9801	ASV9801	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	Cm1-21	NA
9802	ASV9802	Bacteria	Nitrospirae	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira	NA
9803	ASV9803	Bacteria	Planctomycetes	Phycisphaerales	AKAU3564_sediment_group	Phycisphaerae	NA	NA
9804	ASV9804	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
9805	ASV9805	Bacteria	Bacteroidetes	Flavobacteriales	Schleiferiaceae	Bacteroidia	Schleiferia	NA
9806	ASV9806	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
9807	ASV9807	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Saccharophagus	NA
9808	ASV9808	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
9809	ASV9809	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Rubellimicrobium	NA
9810	ASV9810	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
9811	ASV9811	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
9812	ASV9812	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
9813	ASV9813	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
9814	ASV9814	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
9815	ASV9815	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
9816	ASV9816	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
9817	ASV9817	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
9818	ASV9818	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
9819	ASV9819	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
9820	ASV9820	Bacteria	Firmicutes	Lactobacillales	Enterococcaceae	Bacilli	Enterococcus	NA
9821	ASV9821	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
9822	ASV9822	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
9823	ASV9823	Bacteria	Fibrobacteres	Chitinivibrionales	Chitinivibrionaceae	Chitinivibrionia	possible_genus_03	NA
9824	ASV9824	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
9825	ASV9825	Bacteria	Proteobacteria	Beggiatoales	Beggiatoaceae	Gammaproteobacteria	Thiomargarita	NA
9826	ASV9826	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Enhydrobacter	NA
9827	ASV9827	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingomonas	adhaesiva/ginsenosidimutans/yunnanensis
9828	ASV9828	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9829	ASV9829	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9830	ASV9830	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
9831	ASV9831	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
9832	ASV9832	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	NA	NA
9833	ASV9833	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
9834	ASV9834	Bacteria	Bacteroidetes	Flavobacteriales	NS7_marine_group	Bacteroidia	NA	NA
9835	ASV9835	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
9836	ASV9836	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Pir4_lineage	NA
9837	ASV9837	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
9838	ASV9838	Bacteria	Proteobacteria	SAR11_clade	Clade_I	Alphaproteobacteria	Clade_Ib	NA
9839	ASV9839	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
9840	ASV9840	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
9841	ASV9841	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
9842	ASV9842	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Aliivibrio	logei
9843	ASV9843	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
9844	ASV9844	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
9845	ASV9845	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
9846	ASV9846	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9847	ASV9847	Bacteria	Proteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria	Halomonas	alkaliphila/taeheungii/venusta/zhaodongensis
9848	ASV9848	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
9849	ASV9849	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	NA	NA
9850	ASV9850	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
9851	ASV9851	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
9852	ASV9852	Bacteria	Proteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria	Cobetia	NA
9853	ASV9853	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
9854	ASV9854	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Pirellula	NA
9855	ASV9855	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	Cm1-21	NA
9856	ASV9856	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
9857	ASV9857	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	NA	NA
9858	ASV9858	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
9859	ASV9859	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
9860	ASV9860	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
9861	ASV9861	Bacteria	Bacteroidetes	Cytophagales	Hymenobacteraceae	Bacteroidia	Hymenobacter	NA
9862	ASV9862	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
9863	ASV9863	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
9864	ASV9864	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfuricurvum	NA
9865	ASV9865	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Taeseokella	NA
9866	ASV9866	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
9867	ASV9867	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Erythrobacter	NA
9868	ASV9868	Bacteria	Proteobacteria	SAR11_clade	Clade_IV	Alphaproteobacteria	NA	NA
9869	ASV9869	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
9870	ASV9870	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Pseudooceanicola	nitratireducens
9871	ASV9871	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
9872	ASV9872	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
9873	ASV9873	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Massilia	NA
9874	ASV9874	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
9875	ASV9875	Bacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacteriia	Cetobacterium	NA
9876	ASV9876	Bacteria	Proteobacteria	Rhizobiales	Methyloligellaceae	Alphaproteobacteria	NA	NA
9877	ASV9877	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Formosa	NA
9878	ASV9878	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Psychrobacter	alimentarius/glacincola/namhaensis/nivimaris/piscatorii
9879	ASV9879	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Algibacter	NA
9880	ASV9880	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Psychrobacter	NA
9881	ASV9881	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
9882	ASV9882	Bacteria	Proteobacteria	Myxococcales	P3OB-42	Deltaproteobacteria	NA	NA
9883	ASV9883	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Octadecabacter	NA
9884	ASV9884	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
9885	ASV9885	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
9886	ASV9886	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
9887	ASV9887	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
9888	ASV9888	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Massilia	NA
9889	ASV9889	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	arctica/mesophila
9890	ASV9890	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
9891	ASV9891	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	NA	NA
9892	ASV9892	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
9893	ASV9893	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
9894	ASV9894	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
9895	ASV9895	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
9896	ASV9896	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	RS62_marine_group	NA
9897	ASV9897	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
9898	ASV9898	Bacteria	Firmicutes	Clostridiales	Ruminococcaceae	Clostridia	NA	NA
9899	ASV9899	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_3	NA
9900	ASV9900	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
9901	ASV9901	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
9902	ASV9902	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
9903	ASV9903	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
9904	ASV9904	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
9905	ASV9905	Bacteria	Actinobacteria	Frankiales	Sporichthyaceae	Actinobacteria	hgcI_clade	NA
9906	ASV9906	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Taeseokella	NA
9907	ASV9907	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	NA	NA
9908	ASV9908	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Cellulophaga	fucicola
9909	ASV9909	Bacteria	Actinobacteria	Frankiales	Sporichthyaceae	Actinobacteria	hgcI_clade	NA
9910	ASV9910	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
9911	ASV9911	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
9912	ASV9912	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
9913	ASV9913	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
9914	ASV9914	Bacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Actinobacteria	Rhodococcus	baikonurensis/boritolerans/degradans/erythropolis/globerulus/hoagii/opacus/qingshengii/rhodochrous
9915	ASV9915	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Castellaniella	NA
9916	ASV9916	Bacteria	Firmicutes	Lactobacillales	Carnobacteriaceae	Bacilli	Carnobacterium	NA
9917	ASV9917	Bacteria	Proteobacteria	Thalassobaculales	Nisaeaceae	Alphaproteobacteria	OM75_clade	NA
9918	ASV9918	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
9919	ASV9919	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
9920	ASV9920	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
9921	ASV9921	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Massilia	NA
9922	ASV9922	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
9923	ASV9923	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	OM60(NOR5)_clade	NA
9924	ASV9924	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	SWB02	NA
9925	ASV9925	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Dokdonia	NA
9926	ASV9926	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9927	ASV9927	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	NA	NA
9928	ASV9928	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
9929	ASV9929	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
9930	ASV9930	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
9931	ASV9931	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	NA	NA
9932	ASV9932	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
9933	ASV9933	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
9934	ASV9934	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
9935	ASV9935	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Marinoscillum	NA
9936	ASV9936	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
9937	ASV9937	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Arcticiflavibacter	NA
9938	ASV9938	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
9939	ASV9939	Bacteria	Proteobacteria	Parvibaculales	Parvibaculaceae	Alphaproteobacteria	Parvibaculum	NA
9940	ASV9940	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
9941	ASV9941	Bacteria	Bacteroidetes	Bacteroidales	Prolixibacteraceae	Bacteroidia	Roseimarinus	NA
9942	ASV9942	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
9943	ASV9943	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
9944	ASV9944	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	Zhongshania	NA
9945	ASV9945	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Dokdonia	NA
9946	ASV9946	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
9947	ASV9947	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
9948	ASV9948	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
9949	ASV9949	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
9950	ASV9950	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
9951	ASV9951	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Variovorax	NA
9952	ASV9952	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	OM43_clade	NA
9953	ASV9953	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
9954	ASV9954	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Duganella	NA
9955	ASV9955	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
9956	ASV9956	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Photobacterium	NA
9957	ASV9957	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
9958	ASV9958	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
9959	ASV9959	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
9960	ASV9960	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	Dasania	NA
9961	ASV9961	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
9962	ASV9962	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9963	ASV9963	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
9964	ASV9964	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	Methylotenera	NA
9965	ASV9965	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9966	ASV9966	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	livingstonensis
9967	ASV9967	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
9968	ASV9968	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
9969	ASV9969	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	antarctica/arctica/citrea/distincta/elyakovii/espejiana/flavipulchra/gracilis/haloplanktis/issachenkonii/marina/nigrifaciens/paragorgicola/spongiae/translucida
