ASVs	Kingdom	Phylum	Order	Family	Class	Genus	V7
9970	ASV9970	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9971	ASV9971	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
9972	ASV9972	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
9973	ASV9973	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
9974	ASV9974	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
9975	ASV9975	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
9976	ASV9976	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
9977	ASV9977	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Arcicella	NA
9978	ASV9978	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hyphomonas	NA
9979	ASV9979	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
9980	ASV9980	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Neptunomonas	NA
9981	ASV9981	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
9982	ASV9982	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Neptunomonas	NA
9983	ASV9983	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
9984	ASV9984	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
9985	ASV9985	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
9986	ASV9986	Bacteria	Proteobacteria	Nitrosococcales	Methylophagaceae	Gammaproteobacteria	NA	NA
9987	ASV9987	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
9988	ASV9988	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
9989	ASV9989	Bacteria	Bacteroidetes	Sphingobacteriales	env.OPS_17	Bacteroidia	NA	NA
9990	ASV9990	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Tepidimonas	NA
9991	ASV9991	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Curvibacter	NA
9992	ASV9992	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
9993	ASV9993	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
9994	ASV9994	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
9995	ASV9995	Bacteria	Planctomycetes	Planctomycetales	Gimesiaceae	Planctomycetacia	NA	NA
9996	ASV9996	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
9997	ASV9997	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
9998	ASV9998	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
9999	ASV9999	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Gilvibacter	NA
10000	ASV10000	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
10001	ASV10001	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
10002	ASV10002	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
10003	ASV10003	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
10004	ASV10004	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_10	NA
10005	ASV10005	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	NA	NA
10006	ASV10006	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
10007	ASV10007	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
10008	ASV10008	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
10009	ASV10009	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	SCGC_AAA164-E04	NA
10010	ASV10010	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Candidatus_Electrothrix	NA
10011	ASV10011	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	NA	NA
10012	ASV10012	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	Cocleimonas	NA
10013	ASV10013	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
10014	ASV10014	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_10	NA
10015	ASV10015	Bacteria	Omnitrophicaeota	Omnitrophales	Omnitrophaceae	Omnitrophia	Candidatus_Omnitrophus	NA
10016	ASV10016	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
10017	ASV10017	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
10018	ASV10018	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
10019	ASV10019	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Candidatus_Berkiella	NA
10020	ASV10020	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
10021	ASV10021	Bacteria	Planctomycetes	Planctomycetales	Gimesiaceae	Planctomycetacia	NA	NA
10022	ASV10022	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
10023	ASV10023	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
10024	ASV10024	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
10025	ASV10025	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
10026	ASV10026	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Arenibacter	NA
10027	ASV10027	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
10028	ASV10028	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
10029	ASV10029	Bacteria	Bacteroidetes	Sphingobacteriales	Lentimicrobiaceae	Bacteroidia	NA	NA
10030	ASV10030	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Candidatus_Electrothrix	NA
10031	ASV10031	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	NA	NA
10032	ASV10032	Bacteria	Bacteroidetes	Ignavibacteriales	Melioribacteraceae	Ignavibacteria	IheB3-7	NA
10033	ASV10033	Bacteria	Proteobacteria	Mariprofundales	Mariprofundaceae	Zetaproteobacteria	Mariprofundus	NA
10034	ASV10034	Bacteria	Proteobacteria	Thiomicrospirales	Thiomicrospiraceae	Gammaproteobacteria	endosymbionts	NA
10035	ASV10035	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	Francisella	NA
10036	ASV10036	Bacteria	Bacteroidetes	Ignavibacteriales	Melioribacteraceae	Ignavibacteria	IheB3-7	NA
10037	ASV10037	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	NA	NA
10038	ASV10038	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	R76-B128	NA
10039	ASV10039	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
10040	ASV10040	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	Candidatus_Amoebophilus	NA
10041	ASV10041	Bacteria	Proteobacteria	Paracaedibacterales	Paracaedibacteraceae	Alphaproteobacteria	NA	NA
10042	ASV10042	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
10043	ASV10043	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
10044	ASV10044	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
10045	ASV10045	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Nonlabens	NA
10046	ASV10046	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
10047	ASV10047	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
10048	ASV10048	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	Thiothrix	NA
10049	ASV10049	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavobacterium	NA
10050	ASV10050	Bacteria	Bacteroidetes	Bacteroidales	Marinilabiliaceae	Bacteroidia	NA	NA
10051	ASV10051	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	NA	NA
10052	ASV10052	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
10053	ASV10053	Bacteria	Proteobacteria	Oceanospirillales	Endozoicomonadaceae	Gammaproteobacteria	Endozoicomonas	NA
10054	ASV10054	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
10055	ASV10055	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
10056	ASV10056	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
10057	ASV10057	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
10058	ASV10058	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
10059	ASV10059	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	NA	NA
10060	ASV10060	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
10061	ASV10061	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
10062	ASV10062	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Nonlabens	NA
10063	ASV10063	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
10064	ASV10064	Bacteria	Proteobacteria	Tenderiales	Tenderiaceae	Gammaproteobacteria	Candidatus_Tenderia	NA
10065	ASV10065	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10066	ASV10066	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
10067	ASV10067	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
10068	ASV10068	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
10069	ASV10069	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
10070	ASV10070	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
10071	ASV10071	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
10072	ASV10072	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
10073	ASV10073	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
10074	ASV10074	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
10075	ASV10075	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
10076	ASV10076	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10077	ASV10077	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
10078	ASV10078	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
10079	ASV10079	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10080	ASV10080	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
10081	ASV10081	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
10082	ASV10082	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
10083	ASV10083	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
10084	ASV10084	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
10085	ASV10085	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
10086	ASV10086	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Candidatus_Endobugula	NA
10087	ASV10087	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
10088	ASV10088	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
10089	ASV10089	Bacteria	Proteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria	Thiohalocapsa	NA
10090	ASV10090	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfoluna	NA
10091	ASV10091	Bacteria	Proteobacteria	Myxococcales	BIrii41	Deltaproteobacteria	NA	NA
10092	ASV10092	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
10093	ASV10093	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
10094	ASV10094	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flaviramulus	NA
10095	ASV10095	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
10096	ASV10096	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	HTCC5015	NA
10097	ASV10097	Bacteria	Proteobacteria	Holosporales	Holosporaceae	Alphaproteobacteria	NA	NA
10098	ASV10098	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
10099	ASV10099	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Sva0081_sediment_group	NA
10100	ASV10100	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
10101	ASV10101	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquimarina	NA
10102	ASV10102	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquimarina	NA
10103	ASV10103	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Catenovulum	NA
10104	ASV10104	Bacteria	Bacteroidetes	Bacteroidales	Marinifilaceae	Bacteroidia	Marinifilum	NA
10105	ASV10105	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hellea	NA
10106	ASV10106	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
10107	ASV10107	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NS10_marine_group	NA
10108	ASV10108	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	SD04E11	NA
10109	ASV10109	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
10110	ASV10110	Bacteria	Proteobacteria	Myxococcales	Blfdi19	Deltaproteobacteria	NA	NA
10111	ASV10111	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10112	ASV10112	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
10113	ASV10113	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
10114	ASV10114	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
10115	ASV10115	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
10116	ASV10116	Bacteria	Chloroflexi	Caldilineales	Caldilineaceae	Anaerolineae	NA	NA
10117	ASV10117	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10118	ASV10118	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
10119	ASV10119	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10120	ASV10120	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rubripirellula	NA
10121	ASV10121	Bacteria	Proteobacteria	Myxococcales	Nannocystaceae	Deltaproteobacteria	Nannocystis	NA
10122	ASV10122	Bacteria	Omnitrophicaeota	Omnitrophales	Omnitrophaceae	Omnitrophia	Candidatus_Omnitrophus	NA
10123	ASV10123	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
10124	ASV10124	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
10125	ASV10125	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
10126	ASV10126	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
10127	ASV10127	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
10128	ASV10128	Bacteria	Proteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria	Serratia	liquefaciens/myotis/proteamaculans/quinivorans
10129	ASV10129	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	NA	NA
10130	ASV10130	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
10131	ASV10131	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
10132	ASV10132	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
10133	ASV10133	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
10134	ASV10134	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
10135	ASV10135	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	OM60(NOR5)_clade	NA
10136	ASV10136	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
10137	ASV10137	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
10138	ASV10138	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10139	ASV10139	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
10140	ASV10140	Bacteria	Proteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria	NA	NA
10141	ASV10141	Bacteria	Proteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria	NA	NA
10142	ASV10142	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
10143	ASV10143	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
10144	ASV10144	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
10145	ASV10145	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
10146	ASV10146	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
10147	ASV10147	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	NA	NA
10148	ASV10148	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
10149	ASV10149	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
10150	ASV10150	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
10151	ASV10151	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
10152	ASV10152	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
10153	ASV10153	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
10154	ASV10154	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
10155	ASV10155	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
10156	ASV10156	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
10157	ASV10157	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
10158	ASV10158	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
10159	ASV10159	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
10160	ASV10160	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	Silvanigrella	NA
10161	ASV10161	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
10162	ASV10162	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
10163	ASV10163	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	NA	NA
10164	ASV10164	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
10165	ASV10165	Bacteria	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetia	Spirochaeta_2	NA
10166	ASV10166	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Verticia	NA
10167	ASV10167	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
10168	ASV10168	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
10169	ASV10169	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Joostella	NA
10170	ASV10170	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
10171	ASV10171	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
10172	ASV10172	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
10173	ASV10173	Bacteria	Proteobacteria	Myxococcales	Nannocystaceae	Deltaproteobacteria	NA	NA
10174	ASV10174	Bacteria	Bacteroidetes	Cytophagales	Bernardetiaceae	Bacteroidia	Garritya	NA
10175	ASV10175	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Reinekea	NA
10176	ASV10176	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
10177	ASV10177	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
10178	ASV10178	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	Rapidithrix	NA
10179	ASV10179	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Loktanella	NA
10180	ASV10180	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
10181	ASV10181	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
10182	ASV10182	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
10183	ASV10183	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
10184	ASV10184	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
10185	ASV10185	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
10186	ASV10186	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
10187	ASV10187	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
10188	ASV10188	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
10189	ASV10189	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	NA	NA
10190	ASV10190	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
10191	ASV10191	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	Sandaracinus	NA
10192	ASV10192	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
10193	ASV10193	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
10194	ASV10194	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
